station/location,date,gre000d0,hto000d0,nto000d0,prestad0,rre150d0,sre000d0,tre200d0,tre200dn,tre200dx,ure200d0
BER,19250116,-,-,100,970,3.5,0,1.8,-0.7,3.9,91.7
BER,19250117,-,-,100,968.9,0,0,2.3,1.4,3,100
BER,19250118,-,-,100,969.3,0,0,1.4,0.8,2.6,94
BER,19250119,-,-,100,969.5,0,0,0.2,-0.3,0.8,91
BER,19250120,-,-,100,968.8,0,0,-0.6,-1,0.3,88
BER,19250121,-,-,40,966.6,0,216,-1.6,-3.1,1.3,93
BER,19250122,-,-,67,966.3,0,282,-1.9,-3.4,1,100
BER,19250123,-,-,20,965.8,5.6,234,-2.2,-5.7,1.6,97.7
BER,19250124,-,-,100,964.2,0,0,-0.2,-1.8,0.8,100
BER,19250125,-,-,100,962.1,0,0,-1,-2.7,0.8,94.7
BER,19250126,-,-,100,962.6,3.1,0,-1.3,-1.9,-0.6,97.7
BER,19250127,-,-,100,959.4,0.8,0,0.5,-1.9,2.4,97
BER,19250128,-,-,70,959.6,1.4,0,2.9,0.1,5.8,90
BER,19250129,-,-,53,961.7,0,210,2.5,-1.7,6,84
BER,19250130,-,-,100,960.5,0.9,0,4.5,2,5.9,89.7
BER,19250131,-,-,37,959.1,0,486,3.4,2,8.5,87.3
BER,19250201,-,-,47,958.1,1.8,54,1.9,-0.4,4.9,80.7
BER,19250202,-,-,57,963.1,0,60,0.3,-1.6,4,79.7
BER,19250203,-,-,60,965.3,0,480,0.8,-2.8,3.9,77.7
BER,19250204,-,-,67,965.7,0.5,0,2.5,0.7,5.8,82
BER,19250205,-,-,0,963.2,0,432,1.4,-1.7,7.3,87
BER,19250206,-,-,0,955.6,0,504,1.9,-2.3,8.3,73.3
BER,19250207,-,-,90,950.5,4.4,0,1.7,0.3,5.1,89
BER,19250208,-,-,50,952.7,1.7,300,-0.3,-3.2,2.7,82.7
BER,19250209,-,-,63,956.1,0,132,6.5,-0.1,9.8,77
BER,19250210,-,-,30,956.4,0,498,5.3,2.5,10.7,80
BER,19250211,-,-,30,948.9,0,402,3.5,-1.3,8.9,79.3
BER,19250212,-,-,87,943.3,1.1,330,5.7,0,11.2,71.3
BER,19250213,-,-,67,938.6,0,36,3.1,1.7,6.4,92
BER,19250214,-,-,100,933.5,21.9,0,0.6,0,2,97.7
BER,19250215,-,-,100,930.4,9.3,0,4.4,0.3,9.7,82
BER,19250216,-,-,77,941.4,0,270,2.5,1.1,6.6,85
BER,19250217,-,-,70,944.5,4.4,342,4.1,0,8.1,73.3
BER,19250218,-,-,60,947.9,0,252,2.5,1.2,6.3,83.7
BER,19250219,-,-,63,945.7,2.1,228,2.5,-1.1,6.4,79
BER,19250220,-,-,63,943.2,0,210,0.6,-0.9,4.7,86.7
BER,19250221,-,-,70,940,0,78,0.1,-1.7,2.4,86.7
BER,19250222,-,-,100,939.7,1.1,0,-0.1,-1,1.2,94.7
BER,19250223,-,-,67,937.2,0.1,426,0.1,-2.6,2.9,79
BER,19250224,-,-,67,940.3,0,468,3.2,-0.3,5.3,64.7
BER,19250225,-,-,87,937.8,3.2,0,2.4,-0.7,5.4,85
BER,19250226,-,-,93,933.5,2.1,84,2.4,-2.3,6.7,86.3
BER,19250227,-,-,53,932.3,0,396,5.6,3.2,9.2,57
BER,19250228,-,-,20,936.5,0,504,3.9,1.1,8.9,70.7
BER,19250301,-,-,87,936.1,0,138,2.2,-0.8,7.6,83.7
BER,19250302,-,-,60,939.2,0,360,3.2,-0.8,6.6,85
BER,19250303,-,-,93,937.9,0,0,4.4,3.1,5.9,83.7
BER,19250304,-,-,100,946.1,0.1,0,1.8,0.8,4.5,91.3
BER,19250305,-,-,50,952.7,0,114,0.3,-0.8,1.8,86
BER,19250306,-,-,90,951.1,0.1,36,2.6,-1,5.4,84
BER,19250307,-,-,93,948.3,0,0,5.4,2.1,8.2,77.3
BER,19250308,-,-,93,944,3.9,0,6,4.3,7.5,65.7
BER,19250309,-,-,60,948.1,0.3,258,-1,-2.5,5.7,76.7
BER,19250310,-,-,100,955.2,0.5,12,-1.9,-3.7,-0.8,81.3
BER,19250311,-,-,80,952.9,0,210,-1.2,-3,1,69
BER,19250312,-,-,93,948.5,1.5,168,-3.5,-4.5,0.4,89.7
BER,19250313,-,-,0,959.7,0,606,-6.4,-10.4,-0.4,76.7
BER,19250314,-,-,90,956.2,2.5,0,-2.5,-8.1,2.1,81.7
BER,19250315,-,-,97,954.1,0.2,30,0.2,-2.6,3.5,94.7
BER,19250316,-,-,7,960.4,0,642,-2,-5,1.2,63.3
BER,19250317,-,-,100,955.9,1.6,240,-1.5,-6.2,2.8,76.3
BER,19250318,-,-,33,954.4,0,534,-1.1,-2.2,1.3,67.7
BER,19250319,-,-,3,955.6,0,630,-0.2,-5,3.5,55
BER,19250320,-,-,3,950.9,0,606,0.9,-4.1,7.3,71
BER,19250321,-,-,100,944.3,2.5,0,2.2,-0.5,5.8,82.3
BER,19250322,-,-,100,942.1,1.1,0,-0.6,-0.8,1.9,96.7
BER,19250323,-,-,100,944.8,0,0,0.2,-0.9,1.4,88
BER,19250324,-,-,100,945.5,0,0,1.3,-0.2,2.8,88
BER,19250325,-,-,100,942,0,0,2.6,0.6,4.8,84.3
BER,19250326,-,-,100,934,0,0,2.7,1.4,3.9,93.7
BER,19250327,-,-,97,936.7,0.3,78,4.6,2.5,9.1,86.7
BER,19250328,-,-,93,945.5,0.3,216,5.6,2.7,9.2,76.3
BER,19250329,-,-,67,954.2,0,90,3,1.4,6.4,72.3
BER,19250330,-,-,13,954.9,0,612,4.6,-1.3,9.9,71.3
BER,19250331,-,-,37,950.5,1,570,7.3,-1.7,13.1,66.7
BER,19250401,-,-,73,951.5,0.1,384,8.6,5.5,12.4,74
BER,19250402,-,-,43,950.5,0,486,8.1,3.9,13.7,72.7
BER,19250403,-,-,47,946.3,7.5,528,7.8,2.9,14.1,74
BER,19250404,-,-,70,945.1,0.3,390,8.9,5.4,13.1,74.7
BER,19250405,-,-,13,944.1,0,648,8.4,2.6,14.8,71
BER,19250406,-,-,90,941.5,0,276,9.5,2.1,14,65.7
BER,19250407,-,-,97,939.7,0.2,18,9.6,6.8,15.2,74
BER,19250408,-,-,100,942,2.1,0,7.3,6.6,8.8,94.7
BER,19250409,-,-,77,943.7,6,420,10.2,6.3,14.9,79
BER,19250410,-,-,100,946,5.3,0,8.5,7.4,11.2,87.3
BER,19250411,-,-,100,947.7,0.3,0,7.9,7.2,8.9,93.3
BER,19250412,-,-,77,945.7,0,342,9.6,6.1,13.9,74
BER,19250413,-,-,93,946.7,2.7,0,9.1,6.3,12.2,79.3
BER,19250414,-,-,93,949.4,0.4,60,8.5,4.9,12.5,78.3
BER,19250415,-,-,100,951.2,6.4,66,9.6,4.9,12.9,70
BER,19250416,-,-,93,943.8,7.6,282,6.4,4.4,10.2,83
BER,19250417,-,-,77,950.3,0.2,48,5.8,3.4,9.2,80.3
BER,19250418,-,-,27,946.1,0.2,540,8,0.2,14.2,76.3
BER,19250419,-,-,47,944.4,7.6,582,13.7,5.6,20.5,71.3
BER,19250420,-,-,67,942.9,12.6,0,9.9,9.4,14.6,95.7
BER,19250421,-,-,70,943,0.4,144,8.1,6.2,13.1,84
BER,19250422,-,-,7,949.5,0,708,8.3,6.1,13.1,68
BER,19250423,-,-,0,947.4,0,756,10.6,1.4,19.7,73.3
BER,19250424,-,-,100,942.3,16.2,0,6.5,4.7,12.1,88.3
BER,19250425,-,-,100,938.9,6,0,3.6,2.8,6.4,94.7
BER,19250426,-,-,93,935.6,5.4,36,4.5,2.6,8.5,86.3
BER,19250427,-,-,93,940.8,1,42,4.9,1.3,7.2,81
BER,19250428,-,-,100,941.2,8.5,0,4.7,2,6.7,93.7
BER,19250429,-,-,47,946.5,0,504,7.2,4.3,12.4,62
BER,19250430,-,-,100,945.3,3.9,96,7.2,1.3,10.1,86
BER,19250501,-,-,60,943.4,5.6,228,5.8,3.8,9.5,72.3
BER,19250502,-,-,83,951.9,0.7,204,5.3,2.8,10.1,75
BER,19250503,-,-,7,950.8,0,708,7.1,0,13,65.7
BER,19250504,-,-,83,948.2,0.1,216,11.1,3.4,16.7,68.7
BER,19250505,-,-,93,943.4,4.2,204,11.9,8.4,17.7,82
BER,19250506,-,-,93,944.2,4.1,0,9,8.2,11.2,83.7
BER,19250507,-,-,93,942.9,10,306,9.3,5.8,16.8,83
BER,19250508,-,-,87,944.2,2.3,330,10.3,7,15.7,80
BER,19250509,-,-,77,946.1,11.4,216,9.6,4.9,15.6,83
BER,19250510,-,-,100,946.2,3.9,0,9.1,6.8,11.7,87.3
BER,19250511,-,-,100,948.3,3.4,0,8.4,7.2,10.1,92
BER,19250512,-,-,100,951.2,0,60,10.5,8,13.2,82
BER,19250513,-,-,57,952.6,0,540,13.9,8.4,18.8,73
BER,19250514,-,-,0,949.4,0,774,16,7.7,21.4,61.3
BER,19250515,-,-,0,946.6,0,810,16.5,9.3,22.4,66
BER,19250516,-,-,7,944.7,0.6,648,17.1,9.7,24.4,69.3
BER,19250517,-,-,43,943.5,25.6,522,16.2,10.8,24.2,72.7
BER,19250518,-,-,57,943.5,48.1,588,14.4,9.5,20.6,81
BER,19250519,-,-,23,944,0,630,16.6,9.2,21.7,73.7
BER,19250520,-,-,30,946,0,702,14.6,9.8,19.8,61
BER,19250521,-,-,40,946.4,0.2,726,14.7,7.5,21,71
BER,19250522,-,-,93,944.2,11,342,14,10.1,20.2,75
BER,19250523,-,-,50,940.4,2.6,594,14.1,8,19.7,82.7
BER,19250524,-,-,83,942.5,4.6,438,11.2,7.3,17.7,64.7
BER,19250525,-,-,60,943.4,6.8,528,12.1,6.3,17.5,71.3
BER,19250526,-,-,93,947.1,1,96,11.1,9.4,14.4,85
BER,19250527,-,-,70,946.4,0.1,582,13.3,6.7,18.9,65
BER,19250528,-,-,100,940,16.3,138,13.8,10.8,16.6,84
BER,19250529,-,-,100,947.8,1.9,0,10.7,9.7,13.5,85.3
BER,19250530,-,-,43,956.9,0,666,15,9.9,20.1,71
BER,19250531,-,-,0,958.9,0,822,17,9.8,23,69.7
BER,19250601,-,-,57,952.9,0,684,18.2,11.7,24.6,67
BER,19250602,-,-,47,950.5,9.5,702,18.6,14.4,24.7,71.7
BER,19250603,-,-,93,956.3,0,468,14.8,12.5,19.8,80
BER,19250604,-,-,17,954.8,0,858,16,8.5,21.5,64.3
BER,19250605,-,-,0,951.1,0,846,18.1,10,24.5,67.3
BER,19250606,-,-,10,949.4,0,606,19.9,12.8,25.3,71.3
BER,19250607,-,-,3,950.7,0,870,18.4,11.9,23.7,57.7
BER,19250608,-,-,27,952.2,0,804,18.5,10.9,23.1,50
BER,19250609,-,-,10,954.4,0,810,18.3,10.5,23,51.3
BER,19250610,-,-,0,956.1,0,846,19,12.5,23.7,53.3
BER,19250611,-,-,7,953.9,0,858,21,12.9,25.8,50.7
BER,19250612,-,-,13,952.3,0,708,21.5,13,28.1,60
BER,19250613,-,-,33,949,20.6,372,17.9,14.7,24.8,72.3
BER,19250614,-,-,50,947.3,0,672,17.9,12.1,23.6,69
BER,19250615,-,-,33,950.3,0,666,16.1,12.8,20,56.3
BER,19250616,-,-,0,950.5,0,852,18.7,9.2,25.2,57.3
BER,19250617,-,-,37,949.8,0,774,20.9,13.3,26.2,55.3
BER,19250618,-,-,27,948.1,0,768,17.3,15.1,21.9,53
BER,19250619,-,-,3,948.4,0,852,14.8,8.7,18.6,54.7
BER,19250620,-,-,10,949.1,0,822,15.2,7.7,20.4,54
BER,19250621,-,-,63,946.5,2,708,17.2,9.1,21.5,51.7
BER,19250622,-,-,67,945.7,2.7,240,13.3,11.9,17.8,77.3
BER,19250623,-,-,70,946.2,0.3,630,14.9,8.9,19,59.3
BER,19250624,-,-,70,943.8,6.3,372,11.4,9.3,15.7,76
BER,19250625,-,-,100,942.9,2.6,48,10.1,9,13.8,83.7
BER,19250626,-,-,83,945.8,7,396,11.7,9.2,17.1,76
BER,19250627,-,-,100,945.7,17,162,11.1,9.8,15.9,84
BER,19250628,-,-,100,949.6,2.6,18,11.9,9.4,13.5,93.7
BER,19250629,-,-,20,951.9,0,678,14.7,9.3,19.1,67
BER,19250630,-,-,0,950.2,0,834,16.1,8.1,20.5,64.3
BER,19250701,-,-,0,946.6,0,750,17.8,10.5,23,59
BER,19250702,-,-,87,941.3,0.1,312,17.2,11.3,22,71.3
BER,19250703,-,-,80,938.1,6.9,354,15.9,12.6,22.2,71.3
BER,19250704,-,-,53,944.3,7.5,450,15.8,10.3,21.1,71.3
BER,19250705,-,-,100,948.8,4.9,156,14.1,13.4,18.7,85
BER,19250706,-,-,100,953.6,6.7,174,14.8,12.7,19,90.7
BER,19250707,-,-,90,956.4,0.9,324,17.1,11.9,21,73.3
BER,19250708,-,-,70,952.9,0,624,17.5,12.8,21.8,70
BER,19250709,-,-,100,947.9,34.7,0,13.3,11.7,17,90.7
BER,19250710,-,-,63,954.5,0.1,186,12.4,10.3,16,83
BER,19250711,-,-,37,955.4,0,720,15.5,8,20.3,67
BER,19250712,-,-,3,954.1,0,696,16.1,13.6,20.1,69.7
BER,19250713,-,-,27,952.5,0,822,15.5,10.7,19.4,63.3
BER,19250714,-,-,33,951.4,0,792,15.7,10,19.7,69
BER,19250715,-,-,60,950.6,0.1,570,15.5,9.9,19.1,75
BER,19250716,-,-,63,950.3,0,402,17,12.5,22,74.7
BER,19250717,-,-,37,948.1,0,540,17.7,12,23.4,68
BER,19250718,-,-,10,946.3,0.1,720,18.3,11.7,23.8,69.3
BER,19250719,-,-,50,947.3,2.2,552,18.6,13.8,25.3,74.7
BER,19250720,-,-,53,949.1,6.9,606,19.2,15.4,25.6,75.3
BER,19250721,-,-,53,952.9,0.8,528,20.4,14.1,27.4,72.7
BER,19250722,-,-,23,949.5,0,636,23.3,16,29.8,65.3
BER,19250723,-,-,53,948.2,11.1,318,17.5,15,22.8,81
BER,19250724,-,-,83,946,0.1,348,17,12.4,23.1,78.7
BER,19250725,-,-,90,946.8,6.4,210,16.2,14.1,20.1,79.3
BER,19250726,-,-,93,946.8,14.4,132,16.9,14.5,21,85.3
BER,19250727,-,-,77,948.8,0.1,282,14.5,13.3,18,71.7
BER,19250728,-,-,27,950.7,0,654,16.3,9.7,21.6,61.3
BER,19250729,-,-,7,952.8,0,816,19,12.1,25.6,62.7
BER,19250730,-,-,70,951.2,1.6,348,17,14,22.6,83
BER,19250731,-,-,100,949.1,3,48,17,15.8,20.4,74.7
BER,19250801,-,-,80,947.6,0,444,17.9,15.2,22.3,63.3
BER,19250802,-,-,93,945.4,11.6,132,11.8,9.4,16.6,78.3
BER,19250803,-,-,33,954.1,0,702,13.7,8.6,18.2,71.7
BER,19250804,-,-,57,946.7,20.2,414,15.1,7.8,20.7,79
BER,19250805,-,-,83,944.3,0,444,16.5,13.9,21.5,76.3
BER,19250806,-,-,50,948.9,0,738,17.1,13.2,21.6,69.3
BER,19250807,-,-,27,954.6,0,570,18.1,12.2,23.2,71.3
BER,19250808,-,-,30,955.9,0,582,19.8,13.1,26.7,72.3
BER,19250809,-,-,0,953.3,0,798,21.9,14.3,29.2,67.3
BER,19250810,-,-,3,950.5,6,732,22.7,16.8,30.3,66.7
BER,19250811,-,-,97,952.6,23.1,234,15.7,12,23.6,81.7
BER,19250812,-,-,60,957.1,0,180,12.5,9.8,16.1,80.7
BER,19250813,-,-,3,954.9,0,780,15,8.7,19,74.3
BER,19250814,-,-,3,954.5,0,762,16.7,10,21.8,80.3
BER,19250815,-,-,3,953.9,0,666,18.4,12.3,25.1,75.7
BER,19250816,-,-,7,955.3,0,696,15.8,13.9,19.6,77.3
BER,19250817,-,-,0,953.8,0,756,16.8,9.3,23.4,75.3
BER,19250818,-,-,60,949.5,3.3,444,18.5,12.5,26.5,77.3
BER,19250819,-,-,77,947,10,240,17.4,15.4,24.4,80.3
BER,19250820,-,-,97,946.7,7.2,66,14,13,18.5,88
BER,19250821,-,-,47,945.9,0,534,15.9,12,21,78.3
BER,19250822,-,-,87,944.3,2.2,120,14.9,13.4,18.6,88
BER,19250823,-,-,70,945.3,2.3,540,15.1,11.7,20,75.3
BER,19250824,-,-,97,940.8,10.6,132,13.9,13,17.4,92
BER,19250825,-,-,100,942.7,6.9,6,13.3,12.6,14.6,88.3
BER,19250826,-,-,100,952.6,0.4,78,13.5,12.3,17.3,86.3
BER,19250827,-,-,17,956.8,0,714,13.9,9.5,19.5,71
BER,19250828,-,-,93,957.8,0,186,16.4,11.5,20.3,75.3
BER,19250829,-,-,37,958.7,0,726,16.7,11.3,22.6,74.7
BER,19250830,-,-,60,958.6,0,276,15.7,12.2,19.5,82
BER,19250831,-,-,17,958.6,0,654,15.4,11.3,20.5,78
BER,19250901,-,-,0,956.1,0,702,16.7,9.6,23.6,73
BER,19250902,-,-,83,952.9,0,462,17,12.4,21.5,68.7
BER,19250903,-,-,30,948.9,1.5,678,15.1,12.2,19,68
BER,19250904,-,-,60,948.9,1.5,522,12.2,9.7,16.4,76.3
BER,19250905,-,-,50,950.4,0,468,10.3,6.7,14.3,70.7
BER,19250906,-,-,90,949.2,12.2,192,10.6,5.8,15.4,76.3
BER,19250907,-,-,50,954.4,0,366,9.8,7.4,13.2,74.3
BER,19250908,-,-,13,952,0,666,9.4,3.5,16.2,81
BER,19250909,-,-,33,949.9,0,588,11.4,5.3,18.8,82
BER,19250910,-,-,53,946,6.3,528,12.4,6.4,17.9,70.7
BER,19250911,-,-,53,947.5,0.1,402,9,7.7,13.5,75
BER,19250912,-,-,63,949.4,0.4,60,8.3,5.9,11.2,83.3
BER,19250913,-,-,40,956.1,0,426,8.8,6.6,12.6,79.3
BER,19250914,-,-,40,958,0,528,7.6,4.2,12.8,81.7
BER,19250915,-,-,27,956.1,0,546,7.3,2.3,12,81
BER,19250916,-,-,37,955.1,0.6,588,8.7,2,15.9,78
BER,19250917,-,-,100,952.1,13.1,0,10.5,7.9,11.7,95.3
BER,19250918,-,-,100,950.2,0,114,14.2,11,17.6,81.7
BER,19250919,-,-,33,947.9,0.1,462,15.3,10.7,21.4,85.3
BER,19250920,-,-,50,949.3,7.9,252,16,14.1,21.1,82.3
BER,19250921,-,-,83,946.5,21.7,180,15,13.5,19,88
BER,19250922,-,-,60,945.5,0.4,216,15.9,12.9,20,90
BER,19250923,-,-,83,940.2,23.6,348,14,10.8,21.4,83.3
BER,19250924,-,-,97,945.3,19.7,0,9.4,8.7,10.8,91.7
BER,19250925,-,-,40,953.8,0,474,8.4,6.8,14,81.3
BER,19250926,-,-,97,952.6,2.2,18,9.4,4.9,11,87.3
BER,19250927,-,-,60,956.6,7.2,396,8.4,6.4,12.2,79.7
BER,19250928,-,-,73,956.1,6.5,282,6.7,5.3,10.3,84
BER,19250929,-,-,97,952.9,0,6,8.1,4.6,10,80
BER,19250930,-,-,100,951.8,0,0,8.5,7.5,9.1,88.7
BER,19251001,-,-,100,956.9,0,0,10,8.4,11.5,89.3
BER,19251002,-,-,50,956.5,0,330,11,9.7,15,84.3
BER,19251003,-,-,77,955.9,0,402,11.4,6.3,15.4,88
BER,19251004,-,-,33,956.4,0,360,13.7,11.7,17.2,84.3
BER,19251005,-,-,90,957.7,0,12,13.2,8.8,15.9,86.7
BER,19251006,-,-,40,957,0,294,11.7,10.2,16.3,87.3
BER,19251007,-,-,3,954.1,0,576,12.2,6.8,18.7,86.3
BER,19251008,-,-,93,952.6,0,6,11.9,8,14.8,86.3
BER,19251009,-,-,100,955.4,0,0,8.1,6.6,12,89.7
BER,19251010,-,-,100,954.7,0,0,8.9,7.5,10.9,85.7
BER,19251011,-,-,93,949.1,0,216,9.1,7.7,12,85.7
BER,19251012,-,-,60,944.6,0,210,7.7,6.6,10.9,83.7
BER,19251013,-,-,73,944.2,0,426,8.3,2.8,12.6,73.3
BER,19251014,-,-,67,945.4,4.3,0,5.9,2.4,9.4,78.7
BER,19251015,-,-,3,951.4,0,540,1.6,-1.6,7.7,66.7
BER,19251016,-,-,57,952.6,1.1,372,4.8,-2.5,10.3,71
BER,19251017,-,-,93,954.3,0,90,9,4.5,13.1,80.3
BER,19251018,-,-,20,950.1,1.3,576,11.7,8.1,17.6,71
BER,19251019,-,-,97,948.9,1,12,10.9,9,13.4,77
BER,19251020,-,-,100,950.9,0.1,66,11.7,9.5,13.8,89.3
BER,19251021,-,-,0,948.2,0,534,11.2,6.4,18.4,76.3
BER,19251022,-,-,40,941.6,4.6,234,9.7,6.1,15.8,79.3
BER,19251023,-,-,47,933.4,12,210,9.3,7.2,14.8,75.3
BER,19251024,-,-,100,932.2,1.7,84,8.7,5.1,11.7,80.7
BER,19251025,-,-,80,938.8,1.8,270,8.4,5.1,12.4,81.7
BER,19251026,-,-,33,951,0,414,6.9,4.3,12,86.7
BER,19251027,-,-,67,948.5,0,120,8.2,2.8,12.7,81
BER,19251028,-,-,80,951.7,0,132,9.5,6.4,14,79.7
BER,19251029,-,-,17,951.8,0,528,9,7,14.5,82
BER,19251030,-,-,0,948.5,0,474,7.2,2.5,13.1,86.7
BER,19251031,-,-,57,947.9,0,384,7.9,3.6,13.8,87
BER,19251101,-,-,77,949.3,0,216,5.6,4.7,9.4,96.7
BER,19251102,-,-,97,948.3,4.6,0,6.9,3.2,8.7,96.3
BER,19251103,-,-,93,951.8,0.1,36,8,4.1,11.5,91.3
BER,19251104,-,-,83,951.9,0.5,342,13,8.5,18.3,77.3
BER,19251105,-,-,97,948.7,13.8,0,10,9.4,13.3,88.3
BER,19251106,-,-,97,946.5,0,0,6.5,5.3,9.4,82
BER,19251107,-,-,100,932.8,27.3,0,3.6,0.7,6.5,95.3
BER,19251108,-,-,63,920.4,0.9,246,7.6,4.5,10,76.7
BER,19251109,-,-,90,926.3,1.9,36,4,2.6,7.1,78
BER,19251110,-,-,73,942.3,0.2,54,2,1.4,3.8,81
BER,19251111,-,-,100,948.9,0.9,0,1.3,-0.9,1.9,88
BER,19251112,-,-,100,947.6,0.1,0,1.2,1,1.9,94.3
BER,19251113,-,-,100,948.1,0,0,1.2,1,1.6,87.3
BER,19251114,-,-,100,948.5,0,0,0.8,0.7,1.2,90
BER,19251115,-,-,67,952.8,0,0,0.7,-0.6,3.9,89.7
BER,19251116,-,-,100,954.5,0,6,-0.7,-3,0.9,97.7
BER,19251117,-,-,100,953.7,0,0,0.7,0,1.3,94.7
BER,19251118,-,-,100,954.2,0,0,0.9,0.1,1.9,89
BER,19251119,-,-,100,956.8,0,0,0.4,-0.5,1.1,91
BER,19251120,-,-,100,958.3,0,0,0.5,-0.3,1.8,92.3
BER,19251121,-,-,100,953.2,0,0,-0.1,-0.7,0.7,97
BER,19251122,-,-,100,946.5,0,0,-0.6,-0.8,0,92.7
BER,19251123,-,-,77,942.9,0.8,126,0.1,-2.3,2.9,87.3
BER,19251124,-,-,100,945.1,0.4,0,-0.1,-0.8,0.5,85
BER,19251125,-,-,100,940,1.1,162,-0.4,-1.5,1.5,75.7
BER,19251126,-,-,70,946.4,0,0,-2.7,-3.5,-1,69
BER,19251127,-,-,30,943.3,1.7,222,-7.5,-9.2,-3.4,79
BER,19251128,-,-,93,933.9,2.5,0,-4.2,-8.8,-2.2,88
BER,19251129,-,-,100,936.6,2,0,-2.9,-4.4,-2.2,80
BER,19251130,-,-,80,942.3,4.7,264,-3.4,-6.6,0,72.7
BER,19251201,-,-,100,941.4,4.7,36,1.5,-3.6,3.4,81.3
BER,19251202,-,-,93,949.3,1.1,156,-0.9,-2,1.8,82.7
BER,19251203,-,-,87,953.2,1.3,0,-3.5,-4.6,-1.8,88.3
BER,19251204,-,-,0,962.9,0,252,-10.3,-11.7,-4.6,85.7
BER,19251205,-,-,33,965.9,0,156,-13.6,-16.2,-9.5,87
BER,19251206,-,-,97,962.3,0,0,-10.9,-13.9,-8.2,93
BER,19251207,-,-,100,957.2,0,42,-8.9,-11.7,-6.3,95
BER,19251208,-,-,73,950.6,0.1,144,-6.7,-10.3,-2.3,93.7
BER,19251209,-,-,60,949,0,192,-0.4,-6.5,1.9,93.7
BER,19251210,-,-,90,946,0,108,3.4,-1,5.4,79
BER,19251211,-,-,100,944.5,0,48,3.9,3.2,5.5,78.3
BER,19251212,-,-,90,944.1,1.5,0,0.1,-1.5,3.2,86
BER,19251213,-,-,33,944.6,0,312,-3.4,-5.9,-0.5,79
BER,19251214,-,-,90,942.9,1.4,0,-2.4,-3.6,0.3,81.7
BER,19251215,-,-,100,943.7,0.9,0,-2.8,-5.2,-1.6,88
BER,19251216,-,-,47,955.5,0,84,-6.6,-9.3,-2.2,79.3
BER,19251217,-,-,33,960.4,0,228,-8.1,-13.9,-5.4,78.3
BER,19251218,-,-,3,955.5,0,426,-5.4,-6.8,-1,74.3
BER,19251219,-,-,37,941,0,132,-4.8,-10,-1.2,84.3
BER,19251220,-,-,100,922.7,27.7,12,1.4,-3.7,3.4,76
BER,19251221,-,-,63,926.1,1.8,324,6.4,2,10.4,83
BER,19251222,-,-,87,927,23.1,144,3.5,1.6,8,88.3
BER,19251223,-,-,100,939.9,5.6,12,2.6,2.2,4.4,82.3
BER,19251224,-,-,87,947.6,2.5,126,3.3,0.6,5.3,75
BER,19251225,-,-,93,942.7,6.7,0,3.7,0.5,8.9,85.3
BER,19251226,-,-,93,945.9,10,0,8.8,5.1,9.8,78.7
BER,19251227,-,-,100,945.7,20.5,0,8.2,6,8.9,84.7
BER,19251228,-,-,90,947.8,7.7,222,6.4,4.5,7.6,79
BER,19251229,-,-,100,949.9,4,0,8.6,5.6,10.5,90.3
BER,19251230,-,-,87,946.5,3.9,78,11.4,7.3,13.3,71
BER,19251231,-,-,70,952.3,10,96,8.4,7.2,13.2,67
BER,19260101,-,-,47,959.9,0,198,5.7,4.8,8,70.7
BER,19260102,-,-,93,944.5,14.5,24,5.4,1.8,8,89.3
BER,19260103,-,-,97,945.1,16.3,54,3.5,1,6.3,86.3
BER,19260104,-,-,40,949,4.5,84,3.2,1,4.1,83.7
BER,19260105,-,-,93,953.4,4.1,102,3.4,0.9,5.6,86.3
BER,19260106,-,-,97,955.5,1.7,48,4.7,2,5.9,88.3
BER,19260107,-,-,73,956.2,3.4,330,5.7,4.4,7.3,78
BER,19260108,-,-,47,958.9,0,204,0.9,-0.8,5.6,80
BER,19260109,-,-,17,956.3,0,366,-1.3,-2.4,1.2,83.7
BER,19260110,-,-,3,957.4,0,342,-2,-4.7,2,86.7
BER,19260111,-,-,0,956.1,0,348,-2.3,-5.2,1,87.7
BER,19260112,-,-,13,948,0,438,-5.7,-9.2,-1.3,57.3
BER,19260113,-,-,0,942.2,0,402,-11.7,-12.4,-9.2,71
BER,19260114,-,-,73,938.2,0.2,306,-7.7,-13.8,-5.1,71.7
BER,19260115,-,-,100,941.6,3.2,0,-6.4,-6.7,-5.7,89
BER,19260116,-,-,100,939.1,7.9,0,-7.6,-11.4,-4,91.3
BER,19260117,-,-,67,937.2,5.8,60,-4.1,-6.9,1.8,89.3
BER,19260118,-,-,97,946,0.2,0,-0.6,-3.7,1,87.3
BER,19260119,-,-,90,943.7,6.1,0,-0.4,-4.8,2.5,89.7
BER,19260120,-,-,83,946.8,0.3,0,1.3,0.7,3.5,83
BER,19260121,-,-,100,940.2,1.5,0,-3,-6.5,0.7,91.3
BER,19260122,-,-,100,952.9,0,0,-1.9,-2.9,-0.6,91.3
BER,19260123,-,-,37,951,0,336,-3.2,-4.8,0.6,85.3
BER,19260124,-,-,87,953.5,0.4,0,0.3,-6.3,4.1,89.3
BER,19260125,-,-,33,963,0,396,-0.2,-1.4,3.9,87.3
BER,19260126,-,-,87,961.3,0,0,1,-2.5,3.8,83.3
BER,19260127,-,-,73,955.2,0,210,1,-2.1,5.4,81.3
BER,19260128,-,-,70,954,0,6,1.4,-1.6,6,85.3
